symbol,side,entry_time,exit_time,entry,sl,r_multiple,net_pnl
SOLUSDT,long,2026-01-06 04:00:00+00:00,2026-01-11 12:59:00+00:00,136.08,125.54480000000001,0.08827549548181127,0.08827549548181127
SOLUSDT,long,2026-01-14 08:00:00+00:00,2026-01-19 00:00:00+00:00,143.76,137.2865142857143,-1.0,-1.0
SOLUSDT,long,2026-02-27 08:00:00+00:00,2026-02-27 12:00:00+00:00,84.81,83.37428571428572,-1.0,-1.0
SOLUSDT,long,2026-03-03 12:00:00+00:00,2026-03-04 23:33:00+00:00,82.69,78.91685714285714,2.0372557928214463,2.0372557928214463
SOLUSDT,long,2026-03-05 20:00:00+00:00,2026-03-06 04:41:00+00:00,88.95,87.60394285714285,-1.0,-1.0
SOLUSDT,long,2026-04-08 20:00:00+00:00,2026-04-09 00:39:00+00:00,82.677,82.21325,-1.0,-1.0
SOLUSDT,long,2026-04-10 00:00:00+00:00,2026-04-10 04:00:00+00:00,83.43,82.94035714285715,-1.0,-1.0
SOLUSDT,short,2026-06-15 12:00:00+00:00,2026-06-20 20:59:00+00:00,75.133,79.77391428571428,0.6815467395587066,0.6815467395587066
SOLUSDT,long,2026-06-27 20:00:00+00:00,2026-06-30 23:59:00+00:00,70.74,63.813428571428574,0.417233840696284,0.417233840696284
XRPUSDT,long,2022-03-18 08:00:00+00:00,2022-03-19 06:33:00+00:00,0.7818,0.7681359999999999,2.0152224824355636,2.0152224824355636
XRPUSDT,long,2022-03-31 16:00:00+00:00,2022-03-31 22:04:00+00:00,0.8013,0.7957071428571428,2.558109833971886,2.558109833971886
XRPUSDT,short,2022-04-06 04:00:00+00:00,2022-04-06 11:33:00+00:00,0.8257,0.833788,3.846686449060347,3.846686449060347
XRPUSDT,short,2022-04-15 00:00:00+00:00,2022-04-15 04:00:00+00:00,0.7441,0.7742582857142858,-1.0,-1.0
XRPUSDT,long,2022-07-18 12:00:00+00:00,2022-07-18 18:03:00+00:00,0.3617,0.3563085714285714,-1.0,-1.0
XRPUSDT,short,2022-07-18 20:00:00+00:00,2022-07-24 04:59:00+00:00,0.3641,0.3878502857142857,0.22736568582633415,0.22736568582633415
XRPUSDT,long,2022-08-16 00:00:00+00:00,2022-08-16 10:29:00+00:00,0.3694,0.36749464285714284,3.1462043111527223,3.1462043111527223
XRPUSDT,long,2022-09-10 00:00:00+00:00,2022-09-15 08:59:00+00:00,0.3463,0.326772,-0.32773453502662947,-0.32773453502662947
XRPUSDT,long,2022-09-14 00:00:00+00:00,2022-09-18 01:32:00+00:00,0.3332,0.32077657142857147,2.8797663400947666,2.8797663400947666
XRPUSDT,long,2022-09-21 08:00:00+00:00,2022-09-21 18:00:00+00:00,0.3963,0.3795965714285714,-1.0,-1.0
XRPUSDT,short,2022-10-14 00:00:00+00:00,2022-10-14 13:01:00+00:00,0.498,0.5112371428571428,-1.0,-1.0
XRPUSDT,short,2022-10-19 20:00:00+00:00,2022-10-20 00:50:00+00:00,0.4639,0.4682217142857143,2.3782890387412157,2.3782890387412157
XRPUSDT,short,2022-10-21 04:00:00+00:00,2022-10-24 00:33:00+00:00,0.4496,0.47278971428571426,-1.0,-1.0
XRPUSDT,short,2022-10-25 16:00:00+00:00,2022-10-25 21:58:00+00:00,0.4727,0.4783817142857143,2.097656642864325,2.097656642864325
XRPUSDT,short,2022-12-14 12:00:00+00:00,2022-12-14 18:59:00+00:00,0.3939,0.39547142857142853,8.48181818181825,8.48181818181825
XRPUSDT,short,2023-01-09 12:00:00+00:00,2023-01-09 20:17:00+00:00,0.3566,0.35909885714285716,2.121426938028742,2.121426938028742
